EMPLOYEEID;DIVISIONID;DEPARTMENTID;JOBID;JOBCLASSIFICATIONID;MANAGERID;EXITREASON;DATE;EXITDATE;FTE;STANDARDWEEKLYHOURS;WORKINGDAYSPERWEEK;SALARY
E114735;DIV02;DEP052;455;JC_Director;M252825;Undisclosed;20201227;20991231;1;40;5;93848
E027174;DIV03;DEP052;393;JC_Expert;M237930;Undisclosed;20191227;20991231;1;40;5;65937
E027507;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20191227;20991231;1;40;5;246444
E119581;DIV02;DEP052;293;JC_Senior specialist;M252825;Undisclosed;20210129;20991231;1;40;5;111353
E121194;DIV02;DEP052;445;JC_Manager;M252825;Undisclosed;20210121;20991231;1;40;5;92776
E032687;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20200108;20991231;1;40;5;80542
E123482;DIV01;DEP052;454;JC_Manager;M144808;Undisclosed;20210127;20991231;1;40;5;101261
E034090;DIV03;DEP052;462;JC_Specialist;M237930;Undisclosed;20191227;20991231;1;40;5;123270
E034346;DIV04;DEP052;453;JC_Expert;M095280;Undisclosed;20200426;20991231;1;40;5;82640
E034894;DIV03;DEP052;454;JC_Manager;M237930;Undisclosed;20200827;20991231;1;40;5;372866
E035336;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20200225;20991231;1;40;5;101687
E035565;DIV02;DEP052;351;JC_Associate;M252825;Undisclosed;20200215;20991231;1;40;5;90519
E131959;DIV03;DEP052;413;JC_Senior specialist;M237930;Undisclosed;20190922;20991231;1;40;5;258778
E138406;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20190918;20991231;1;40;5;127658
E138712;DIV03;DEP052;452;JC_Senior specialist;M237930;Undisclosed;20191126;20991231;1;40;5;114557
E150556;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20190827;20991231;1;40;5;84858
E152049;DIV02;DEP052;445;JC_Manager;M252825;Undisclosed;20190917;20991231;1;40;5;104509
E038222;DIV02;DEP052;392;JC_Senior specialist;M252825;Undisclosed;20200305;20991231;1;40;5;89120
E038675;DIV03;DEP052;455;JC_Director;M237930;Undisclosed;20200130;20991231;1;40;5;73876
E157200;DIV05;DEP052;271;JC_Specialist;M044139;Undisclosed;20190906;20991231;1;40;5;17811
E159632;DIV03;DEP052;445;JC_Manager;M237930;Undisclosed;20191129;20991231;1;40;5;108939
E163395;DIV02;DEP052;452;JC_Senior specialist;M252825;Undisclosed;20190612;20991231;1;40;5;103804
E039862;DIV03;DEP052;452;JC_Senior specialist;M237930;Undisclosed;20200108;20991231;1;40;5;264307
E041210;DIV03;DEP052;412;JC_Specialist;M237930;Undisclosed;20200307;20991231;1;40;5;67074
E168799;DIV02;DEP052;452;JC_Senior specialist;M252825;Undisclosed;20191126;20991231;1;40;5;92237
E172739;DIV02;DEP052;292;JC_Specialist;M252825;Undisclosed;20191203;20991231;1;40;5;107072
E299669;DIV04;DEP052;291;JC_Associate;M019974;Undisclosed;20140103;20991231;1;40;5;28023
E041510;DIV03;DEP052;452;JC_Senior specialist;M237930;Undisclosed;20200118;20991231;1;40;5;68944
E187962;DIV02;DEP052;443;JC_Senior specialist;M252825;Undisclosed;20190926;20991231;1;40;5;71436
E190410;DIV02;DEP052;462;JC_Specialist;M252825;Undisclosed;20190911;20991231;1;40;5;102871
E192639;DIV03;DEP052;453;JC_Expert;M237930;Undisclosed;20190812;20991231;1;40;5;241477
E044105;DIV02;DEP052;261;JC_Associate;M252825;Undisclosed;20200102;20991231;1;40;5;91569
M044139;DIV05;DEP052;293;JC_Specialist;M044139;Undisclosed;20201028;20991231;1;40;5;21054
E044175;DIV02;DEP052;453;JC_Expert;M252825;Undisclosed;20200503;20991231;1;40;5;99407
E206956;DIV02;DEP052;444;JC_Expert;M252825;Undisclosed;20190814;20991231;1;40;5;73637
E209320;DIV02;DEP061;445;JC_Manager;M252825;Undisclosed;20190612;20991231;1;40;5;115665
E196475;DIV03;DEP061;444;JC_Expert;M237930;Undisclosed;20190912;20991231;1;40;5;403926
E045175;DIV03;DEP061;461;JC_Associate;M237930;Undisclosed;20200204;20991231;1;40;5;78844
E045588;DIV02;DEP061;453;JC_Expert;M252825;Undisclosed;20200827;20991231;1;40;5;78813
E215481;DIV09;DEP061;445;JC_Manager;M300121;Undisclosed;20190711;20991231;1;40;5;50261
E045869;DIV03;DEP061;442;JC_Specialist;M237930;Undisclosed;20200109;20991231;1;40;5;73201
E216877;DIV03;DEP061;444;JC_Expert;M237930;Undisclosed;20190612;20991231;1;40;5;253047
M217443;DIV00;DEP061;602;JC_Senior Executive;M217443;Undisclosed;20191013;20991231;1;40;5;595332
E047192;DIV05;DEP061;452;JC_Senior specialist;M044139;Undisclosed;20200127;20991231;1;40;5;48295
E048614;DIV02;DEP061;444;JC_Expert;M252825;Undisclosed;20191228;20991231;1;40;5;33868
E230427;DIV03;DEP061;443;JC_Senior specialist;M237930;Undisclosed;20191017;20991231;1;40;5;452588
E049786;DIV02;DEP061;443;JC_Senior specialist;M252825;Undisclosed;20201204;20991231;1;40;5;80112
E238255;DIV01;DEP061;452;JC_Senior specialist;M144808;Undisclosed;20140612;20991231;1;40;5;123508
E239003;DIV05;DEP061;442;JC_Specialist;M044139;Undisclosed;20140612;20991231;1;40;5;50358
E239128;DIV03;DEP062;442;JC_Specialist;M237930;Undisclosed;20140612;20991231;1;40;5;136952
E239479;DIV02;DEP062;452;JC_Senior specialist;M252825;Undisclosed;20140612;20991231;1;40;5;81242
E240055;DIV02;DEP062;291;JC_Associate;M252825;Undisclosed;20140612;20991231;1;40;5;293243
E240195;DIV02;DEP062;452;JC_Senior specialist;M252825;Undisclosed;20140612;20991231;1;40;5;83831
E240340;DIV09;DEP062;461;JC_Associate;M300121;Undisclosed;20140612;20991231;1;40;5;95122
E240832;DIV09;DEP062;452;JC_Senior specialist;M300121;Undisclosed;20170103;20991231;1;40;5;59005
E241489;DIV02;DEP062;452;JC_Senior specialist;M252825;Undisclosed;20170103;20991231;1;40;5;363636
E241676;DIV02;DEP062;232;JC_Senior specialist;M252825;Undisclosed;20170103;20991231;1;40;5;242658
E241744;DIV02;DEP062;452;JC_Senior specialist;M252825;Undisclosed;20170103;20991231;1;40;5;233368
E242108;DIV02;DEP062;452;JC_Senior specialist;M252825;Undisclosed;20170103;20991231;1;40;5;190924
M242774;DIV03;DEP062;447;JC_Executive;M237930;Undisclosed;20170103;20991231;1;40;5;485784
E243160;DIV03;DEP063;452;JC_Senior specialist;M237930;Undisclosed;20170103;20991231;1;40;5;102071
E244138;DIV02;DEP063;401;JC_Associate;M252825;Undisclosed;20170103;20991231;1;40;5;210099
E244224;DIV01;DEP063;443;JC_Senior specialist;M144808;Undisclosed;20170103;20991231;1;40;5;95849
E230144;DIV03;DEP063;442;JC_Specialist;M237930;Undisclosed;20170103;20991231;1;40;5;265487
E230762;DIV03;DEP064;443;JC_Senior specialist;M237930;Undisclosed;20170103;20991231;1;40;5;415987
E244532;DIV02;DEP064;281;JC_Associate;M252825;Undisclosed;20170103;20991231;1;40;5;59699
E245656;DIV03;DEP064;291;JC_Associate;M237930;Undisclosed;20170212;20991231;1;40;5;71475
E245956;DIV02;DEP081;444;JC_Expert;M252825;Undisclosed;20190722;20991231;1;40;5;228637
E246422;DIV03;DEP081;282;JC_Specialist;M237930;Undisclosed;20170212;20991231;1;40;5;251701
E246442;DIV03;DEP081;461;JC_Associate;M237930;Undisclosed;20170212;20991231;1;40;5;100236
E246698;DIV03;DEP081;322;JC_Senior specialist;M237930;Undisclosed;20170212;20991231;1;40;5;117142
E247011;DIV02;DEP081;452;JC_Senior specialist;M252825;Undisclosed;20170212;20991231;1;40;5;255255
E247476;DIV02;DEP081;444;JC_Expert;M252825;Undisclosed;20170212;20991231;1;40;5;94583
E247977;DIV03;DEP081;261;JC_Associate;M237930;Undisclosed;20170212;20991231;1;40;5;276027
E244429;DIV03;DEP081;445;JC_Manager;M237930;Undisclosed;20190706;20991231;1;40;5;232102
E248574;DIV03;DEP081;252;JC_Specialist;M237930;Undisclosed;20170212;20991231;1;40;5;87149
E244478;DIV03;DEP081;452;JC_Senior specialist;M237930;Undisclosed;20170212;20991231;1;40;5;55315
E248811;DIV03;DEP081;351;JC_Associate;M237930;Undisclosed;20170212;20991231;1;40;5;254102
E248894;DIV03;DEP082;462;JC_Specialist;M237930;Undisclosed;20170212;20991231;1;40;5;224345
E249285;DIV02;DEP082;433;JC_Senior specialist;M252825;Undisclosed;20201230;20991231;1;40;5;61873
E249456;DIV03;DEP082;443;JC_Senior specialist;M237930;Undisclosed;20170212;20991231;1;40;5;273242
E249554;DIV02;DEP082;443;JC_Senior specialist;M252825;Undisclosed;20170312;20991231;1;40;5;77623
E249630;DIV03;DEP083;461;JC_Associate;M237930;Undisclosed;20170312;20991231;1;40;5;280149
E250035;DIV01;DEP083;453;JC_Expert;M144808;Undisclosed;20170312;20991231;1;40;5;46351
E250289;DIV03;DEP083;452;JC_Senior specialist;M237930;Undisclosed;20170312;20991231;1;40;5;207251
E250764;DIV09;DEP083;402;JC_Specialist;M300121;Undisclosed;20170312;20991231;1;40;5;133725
E248763;DIV03;DEP083;452;JC_Senior specialist;M237930;Undisclosed;20170312;20991231;1;40;5;44163
E248961;DIV03;DEP083;444;JC_Expert;M237930;Undisclosed;20170312;20991231;1;40;5;60973
E251108;DIV03;DEP083;443;JC_Senior specialist;M237930;Undisclosed;20170312;20991231;1;40;5;129965
E251178;DIV02;DEP083;444;JC_Expert;M252825;Undisclosed;20170312;20991231;1;40;5;247673
E252283;DIV02;DEP084;454;JC_Manager;M252825;Undisclosed;20170312;20991231;1;40;5;72228
E252718;DIV05;DEP084;442;JC_Specialist;M044139;Undisclosed;20170312;20991231;1;40;5;85746
M252825;DIV02;DEP084;457;JC_Senior Executive;M252825;Undisclosed;20170312;20991231;1;40;5;984105
E253918;DIV02;DEP091;453;JC_Expert;M252825;Undisclosed;20170312;20991231;1;40;5;395449
E254237;DIV03;DEP091;461;JC_Associate;M237930;Undisclosed;20170312;20991231;1;40;5;263095
E254387;DIV03;DEP091;361;JC_Associate;M237930;Undisclosed;20170312;20991231;1;40;5;300985
E254473;DIV03;DEP091;252;JC_Specialist;M237930;Undisclosed;20170312;20991231;1;40;5;95551
E255984;DIV02;DEP091;454;JC_Manager;M252825;Undisclosed;20170412;20991231;1;40;5;98780
E256138;DIV02;DEP091;453;JC_Expert;M252825;Undisclosed;20170412;20991231;1;40;5;254302
E250915;DIV03;DEP091;454;JC_Manager;M237930;Undisclosed;20190909;20991231;1;40;5;91535
E256443;DIV03;DEP091;461;JC_Associate;M237930;Undisclosed;20170412;20991231;1;40;5;284257
E256505;DIV01;DEP091;442;JC_Specialist;M144808;Undisclosed;20170412;20991231;1;40;5;90539
E257047;DIV03;DEP091;461;JC_Associate;M237930;Undisclosed;20170412;20991231;1;40;5;221353
E257215;DIV03;DEP091;442;JC_Specialist;M237930;Undisclosed;20170412;20991231;1;40;5;267734
E051849;DIV04;DEP091;432;JC_Specialist;M019974;Undisclosed;20201120;20991231;1;40;5;34399
E258590;DIV03;DEP091;371;JC_Associate;M237930;Undisclosed;20170412;20991231;1;40;5;130758
E258670;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20170412;20991231;1;40;5;389415
E258697;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20170412;20991231;1;40;5;74443
E258739;DIV02;DEP091;402;JC_Specialist;M252825;Undisclosed;20190827;20991231;1;40;5;134306
E258937;DIV03;DEP091;454;JC_Manager;M237930;Undisclosed;20170412;20991231;1;40;5;138808
E259511;DIV03;DEP091;452;JC_Senior specialist;M237930;Undisclosed;20170412;20991231;1;40;5;260941
E260466;DIV02;DEP091;452;JC_Senior specialist;M252825;Undisclosed;20170412;20991231;1;40;5;277886
E260474;DIV02;DEP091;292;JC_Specialist;M252825;Undisclosed;20170412;20991231;1;40;5;292821
E260750;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20170412;20991231;1;40;5;244954
E261042;DIV03;DEP091;444;JC_Expert;M237930;Undisclosed;20170412;20991231;1;40;5;236015
E261405;DIV02;DEP091;442;JC_Specialist;M252825;Undisclosed;20170412;20991231;1;40;5;250954
E261551;DIV01;DEP091;402;JC_Specialist;M144808;Undisclosed;20190619;20991231;1;40;5;72594
E261619;DIV03;DEP091;454;JC_Manager;M237930;Undisclosed;20191015;20991231;1;40;5;225930
E261658;DIV02;DEP091;461;JC_Associate;M252825;Undisclosed;20170412;20991231;1;40;5;137035
E262940;DIV02;DEP091;454;JC_Manager;M252825;Undisclosed;20170412;20991231;1;40;5;187679
E263151;DIV09;DEP091;444;JC_Expert;M300121;Undisclosed;20170426;20991231;1;40;5;66567
E263253;DIV02;DEP091;361;JC_Associate;M252825;Undisclosed;20170426;20991231;1;40;5;89896
E263395;DIV02;DEP091;452;JC_Senior specialist;M252825;Undisclosed;20170426;20991231;1;40;5;47840
E263686;DIV03;DEP091;452;JC_Senior specialist;M237930;Undisclosed;20170426;20991231;1;40;5;185713
E264178;DIV03;DEP091;301;JC_Associate;M237930;Undisclosed;20190615;20991231;1;40;5;124225
E256376;DIV03;DEP091;401;JC_Associate;M237930;Undisclosed;20170426;20991231;1;40;5;222475
E264544;DIV03;DEP091;441;JC_Associate;M237930;Undisclosed;20170426;20991231;1;40;5;96897
E264862;DIV03;DEP091;461;JC_Associate;M237930;Undisclosed;20170426;20991231;1;40;5;84080
E264942;DIV03;DEP091;433;JC_Senior specialist;M237930;Undisclosed;20170426;20991231;1;40;5;128245
E265621;DIV02;DEP091;500;JC_Senior Executive;M252825;Undisclosed;20170426;20991231;1;40;5;244273
E265658;DIV02;DEP091;212;JC_Specialist;M252825;Undisclosed;20170426;20991231;1;40;5;83467
E265767;DIV05;DEP091;442;JC_Specialist;M044139;Undisclosed;20170426;20991231;1;40;5;79181
E265901;DIV02;DEP091;432;JC_Specialist;M252825;Undisclosed;20170426;20991231;1;40;5;105203
E266311;DIV02;DEP091;443;JC_Senior specialist;M252825;Undisclosed;20170426;20991231;1;40;5;107825
E266545;DIV02;DEP091;331;JC_Specialist;M252825;Undisclosed;20141228;20991231;1;40;5;133377
M266882;DIV03;DEP091;447;JC_Expert;M266882;Undisclosed;20151227;20991231;1;40;5;11044
E267365;DIV02;DEP091;452;JC_Senior specialist;M252825;Undisclosed;20151227;20991231;1;40;5;118652
E267514;DIV08;DEP091;452;JC_Senior specialist;M221184;Undisclosed;20151227;20991231;1;40;5;125059
E264415;DIV03;DEP091;445;JC_Manager;M237930;Undisclosed;20151227;20991231;1;40;5;88840
E268196;DIV02;DEP091;446;JC_Director;M252825;Undisclosed;20151227;20991231;1;40;5;73397
E269349;DIV02;DEP091;411;JC_Associate;M252825;Undisclosed;20151227;20991231;1;40;5;80805
E269436;DIV03;DEP091;454;JC_Manager;M237930;Undisclosed;20151227;20991231;1;40;5;421143
E054815;DIV03;DEP091;431;JC_Associate;M237930;Undisclosed;20200203;20991231;1;40;5;122585
E270356;DIV02;DEP091;411;JC_Associate;M252825;Undisclosed;20151227;20991231;1;40;5;55656
E270671;DIV02;DEP091;301;JC_Associate;M252825;Undisclosed;20151227;20991231;1;40;5;76882
E271718;DIV02;DEP091;442;JC_Specialist;M252825;Undisclosed;20151227;20991231;1;40;5;84673
E266648;DIV03;DEP091;443;JC_Senior specialist;M237930;Undisclosed;20151227;20991231;1;40;5;56229
E272194;DIV02;DEP091;443;JC_Senior specialist;M252825;Undisclosed;20151227;20991231;1;40;5;103396
E272422;DIV01;DEP091;452;JC_Senior specialist;M144808;Undisclosed;20201230;20991231;1;40;5;84914
E272781;DIV03;DEP091;443;JC_Senior specialist;M237930;Undisclosed;20151227;20991231;1;40;5;65538
E272808;DIV03;DEP091;452;JC_Senior specialist;M237930;Undisclosed;20151227;20991231;1;40;5;95196
E273434;DIV03;DEP091;453;JC_Expert;M237930;Undisclosed;20151227;20991231;1;40;5;96856
E274097;DIV02;DEP091;453;JC_Expert;M252825;Undisclosed;20151227;20991231;1;40;5;86158
E274203;DIV03;DEP091;454;JC_Manager;M237930;Undisclosed;20190620;20991231;1;40;5;85999
E274811;DIV02;DEP091;312;JC_Specialist;M252825;Undisclosed;20151227;20991231;1;40;5;93964
E276272;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20151227;20991231;1;40;5;88018
E276456;DIV02;DEP091;221;JC_Associate;M252825;Undisclosed;20151227;20991231;1;40;5;105093
E270979;DIV03;DEP091;452;JC_Senior specialist;M237930;Undisclosed;20151227;20991231;1;40;5;50082
E276524;DIV02;DEP091;442;JC_Specialist;M252825;Undisclosed;20151227;20991231;1;40;5;80745
E276634;DIV09;DEP091;444;JC_Expert;M300121;Undisclosed;20151227;20991231;1;40;5;55553
E271880;DIV03;DEP091;452;JC_Senior specialist;M237930;Undisclosed;20151227;20991231;1;40;5;80614
E276873;DIV02;DEP091;454;JC_Manager;M252825;Undisclosed;20151227;20991231;1;40;5;81348
E276948;DIV03;DEP091;443;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;101051
E277282;DIV02;DEP091;361;JC_Associate;M252825;Undisclosed;20160127;20991231;1;40;5;88672
E277443;DIV03;DEP091;431;JC_Associate;M237930;Undisclosed;20160127;20991231;1;40;5;127912
E277603;DIV03;DEP091;455;JC_Director;M237930;Undisclosed;20160127;20991231;1;40;5;224774
E277747;DIV02;DEP091;362;JC_Specialist;M252825;Undisclosed;20160127;20991231;1;40;5;299058
E277846;DIV05;DEP091;362;JC_Specialist;M044139;Undisclosed;20160127;20991231;1;40;5;66751
E278576;DIV03;DEP091;462;JC_Specialist;M237930;Undisclosed;20160127;20991231;1;40;5;91958
E279983;DIV02;DEP091;453;JC_Expert;M252825;Undisclosed;20160127;20991231;1;40;5;86256
E280104;DIV08;DEP091;453;JC_Expert;M221184;Undisclosed;20160127;20991231;1;40;5;112528
E280139;DIV02;DEP091;444;JC_Expert;M252825;Undisclosed;20160127;20991231;1;40;5;86689
E280274;DIV03;DEP091;443;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;128174
E280278;DIV03;DEP092;454;JC_Manager;M237930;Undisclosed;20190730;20991231;1;40;5;135551
E281696;DIV03;DEP092;442;JC_Specialist;M237930;Undisclosed;20160127;20991231;1;40;5;267219
E282189;DIV03;DEP092;252;JC_Specialist;M237930;Undisclosed;20190802;20991231;1;40;5;249989
E282234;DIV02;DEP092;442;JC_Specialist;M252825;Undisclosed;20160127;20991231;1;40;5;81375
E282371;DIV02;DEP092;252;JC_Specialist;M252825;Undisclosed;20160127;20991231;1;40;5;90743
E282612;DIV02;DEP092;452;JC_Senior specialist;M252825;Undisclosed;20160127;20991231;1;40;5;269570
E282726;DIV03;DEP092;443;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;74056
E282948;DIV03;DEP092;444;JC_Expert;M237930;Undisclosed;20160127;20991231;1;40;5;136325
E283320;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;127976
E283665;DIV04;DEP092;431;JC_Associate;M095280;Undisclosed;20160527;20991231;1;40;5;74835
E283744;DIV03;DEP092;431;JC_Associate;M237930;Undisclosed;20160527;20991231;1;40;5;83853
E283996;DIV03;DEP092;445;JC_Manager;M237930;Undisclosed;20160527;20991231;1;40;5;79582
E284241;DIV03;DEP092;454;JC_Manager;M237930;Undisclosed;20191126;20991231;1;40;5;114395
E284601;DIV03;DEP092;443;JC_Senior specialist;M237930;Undisclosed;20190814;20991231;1;40;5;70706
E284913;DIV03;DEP092;443;JC_Senior specialist;M237930;Undisclosed;20191013;20991231;1;40;5;59628
E285378;DIV02;DEP092;455;JC_Director;M252825;Undisclosed;20160527;20991231;1;40;5;61572
E286755;DIV02;DEP092;452;JC_Senior specialist;M252825;Undisclosed;20160527;20991231;1;40;5;97685
E286888;DIV03;DEP092;454;JC_Manager;M237930;Undisclosed;20160527;20991231;1;40;5;48370
E286939;DIV02;DEP092;434;JC_Expert;M252825;Undisclosed;20160527;20991231;1;40;5;84299
E273393;DIV03;DEP092;453;JC_Expert;M237930;Undisclosed;20160527;20991231;1;40;5;60159
E287170;DIV02;DEP092;251;JC_Associate;M252825;Undisclosed;20210105;20991231;1;40;5;40722
E287352;DIV02;DEP092;452;JC_Senior specialist;M252825;Undisclosed;20190926;20991231;1;40;5;49380
E287397;DIV05;DEP092;454;JC_Manager;M044139;Undisclosed;20160527;20991231;1;40;5;85087
E287629;DIV02;DEP092;454;JC_Manager;M252825;Undisclosed;20160527;20991231;1;40;5;60862
E287858;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20160527;20991231;1;40;5;267076
E287920;DIV03;DEP092;444;JC_Expert;M237930;Undisclosed;20190611;20991231;1;40;5;66133
E288317;DIV02;DEP092;445;JC_Manager;M252825;Undisclosed;20160527;20991231;1;40;5;102050
E288381;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;55531
E288676;DIV03;DEP092;452;JC_Senior specialist;M237930;Undisclosed;20160127;20991231;1;40;5;112428
E289093;DIV03;DEP092;454;JC_Manager;M237930;Undisclosed;20160127;20991231;1;40;5;56900
E289175;DIV02;DEP092;291;JC_Associate;M252825;Undisclosed;20160327;20991231;1;40;5;59151
E289224;DIV03;DEP092;444;JC_Expert;M237930;Undisclosed;20190720;20991231;1;40;5;42073
E289523;DIV02;DEP092;453;JC_Expert;M252825;Undisclosed;20160327;20991231;1;40;5;74444
E289723;DIV02;DEP092;452;JC_Senior specialist;M252825;Undisclosed;20160327;20991231;1;40;5;54546
E289925;DIV05;DEP093;281;JC_Associate;M044139;Undisclosed;20160327;20991231;1;40;5;29759
E291083;DIV01;DEP093;445;JC_Manager;M144808;Undisclosed;20210209;20991231;1;40;5;34719
E291172;DIV03;DEP093;445;JC_Manager;M266882;Undisclosed;20160327;20991231;1;40;5;48823
E291985;DIV03;DEP093;402;JC_Specialist;M237930;Undisclosed;20160327;20991231;1;40;5;301293
E292815;DIV03;DEP093;450;JC_Associate;M237930;Undisclosed;20160327;20991231;1;40;5;132530
E292859;DIV03;DEP093;454;JC_Manager;M237930;Undisclosed;20160327;20991231;1;40;5;135155
E292880;DIV03;DEP093;252;JC_Specialist;M237930;Undisclosed;20160327;20991231;1;40;5;131837
E293025;DIV09;DEP093;443;JC_Senior specialist;M300121;Undisclosed;20160127;20991231;1;40;5;79114
M293226;DIV08;DEP093;373;JC_Senior specialist;M293226;Undisclosed;20160127;20991231;1;40;5;48028
E293858;DIV02;DEP093;442;JC_Specialist;M252825;Undisclosed;20160127;20991231;1;40;5;30637
E055746;DIV03;DEP093;291;JC_Associate;M237930;Undisclosed;20200127;20991231;1;40;5;77712
E294377;DIV03;DEP093;444;JC_Expert;M266882;Undisclosed;20160127;20991231;1;40;5;9487
E295047;DIV03;DEP093;454;JC_Manager;M237930;Undisclosed;20170426;20991231;1;40;5;113359
E296041;DIV02;DEP093;445;JC_Manager;M252825;Undisclosed;20170426;20991231;1;40;5;94536
E296306;DIV09;DEP093;422;JC_Specialist;M300121;Undisclosed;20170107;20991231;1;40;5;59652
M296403;DIV00;DEP093;602;JC_Senior Executive;M217443;Undisclosed;20170107;20991231;1;40;5;421291
E276486;DIV03;DEP093;452;JC_Senior specialist;M237930;Undisclosed;20170107;20991231;1;40;5;80570
E296701;DIV09;DEP093;443;JC_Senior specialist;M300121;Undisclosed;20170107;20991231;1;40;5;60132
E276871;DIV03;DEP093;443;JC_Senior specialist;M237930;Undisclosed;20190614;20991231;1;40;5;113628
E296921;DIV03;DEP093;432;JC_Specialist;M237930;Undisclosed;20191002;20991231;1;40;5;92582
E297059;DIV09;DEP093;432;JC_Specialist;M300121;Undisclosed;20170107;20991231;1;40;5;38147
