EMPLOYEEID;JOBID;NEWTOPOSITION;PAYGRADEID;FULLTIME;COMPANYCODE;BUSINESSAREA
E299785;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299786;292;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299787;461;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299788;322;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299789;443;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299790;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299791;402;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299792;241;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299793;442;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299794;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299795;444;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E299796;442;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299797;215;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299798;450;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299799;252;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299800;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299801;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299802;601;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299803;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299804;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299805;401;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E299806;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299807;451;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299808;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299809;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299810;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299811;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299812;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299813;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299814;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299815;452;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E299816;452;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299817;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299818;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299819;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299820;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299821;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299822;453;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299823;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299824;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299825;432;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299826;253;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299827;253;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299828;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299829;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299830;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299831;445;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E299832;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299833;446;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299834;446;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299835;446;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299836;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299837;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299838;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E299839;293;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299840;413;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299841;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299842;446;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299843;253;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E299844;454;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299845;454;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E299846;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299847;455;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299848;445;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299849;455;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299850;362;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299851;455;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300147;434;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E299852;423;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E299853;272;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299854;447;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E299855;456;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299856;404;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299857;446;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299858;293;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299859;447;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299860;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299861;214;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299862;292;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299863;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299864;454;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299865;452;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299866;361;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299867;454;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299868;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299869;402;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299870;411;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299871;455;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E299872;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299873;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299874;454;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E299875;447;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299876;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299877;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299878;452;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299879;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299880;214;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299881;445;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E299882;443;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299883;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299884;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299885;454;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299886;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299887;443;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299888;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299889;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299890;453;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299891;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299892;412;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299893;445;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E299894;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299895;442;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299896;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299897;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299898;443;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299899;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299900;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299901;432;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299902;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299903;301;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E299904;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299905;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299906;444;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299907;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299908;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299909;454;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299910;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299911;361;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299912;457;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299913;455;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E299914;445;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299915;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299916;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299917;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299918;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299919;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299920;445;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299921;331;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299922;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299923;445;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299924;454;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299925;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299926;455;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299927;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299928;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299929;444;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E299930;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299931;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299932;454;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299933;454;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299934;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299935;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299936;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E299937;282;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299938;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299939;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299940;454;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299941;403;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E299942;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299943;450;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E299944;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299945;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299946;444;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299947;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299948;443;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E299949;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299950;454;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E299951;452;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E299952;362;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299953;452;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E299954;452;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E299955;452;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299956;453;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299957;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299958;461;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299959;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299960;241;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299961;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299962;454;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299963;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299964;446;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299965;445;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299966;450;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E299967;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299968;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299969;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299970;453;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E299971;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299972;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299973;301;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E299974;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299975;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299976;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299977;442;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E299978;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E299979;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E299980;443;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E299981;453;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E299982;454;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299983;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E299984;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E299985;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299986;453;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299987;251;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299988;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299989;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E299990;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E299991;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299992;444;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E299993;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299994;454;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E299995;292;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E299996;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299997;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E299998;241;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E299999;452;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300000;444;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300001;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300002;445;FALSE;GR-13;TRUE;ACME LA Corp.;Business Area D
E300003;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300004;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300005;453;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300006;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300007;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300008;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300009;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300010;232;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E300011;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300012;444;FALSE;GR-14;TRUE;ACME NA Corp.;Business Area A
E300013;443;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300014;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300015;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300016;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300017;453;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300018;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300019;453;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E300020;442;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300021;451;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300022;432;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300023;362;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E300024;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300025;445;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300026;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300027;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300028;443;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E300029;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300030;443;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300031;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E300032;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300033;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300034;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300035;361;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area B
E300036;281;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300037;462;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300038;445;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300039;452;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300040;444;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area C
E300041;444;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300042;444;TRUE;GR-13;TRUE;ACME LA Corp.;Business Area B
E300043;252;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300044;371;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300045;451;TRUE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300046;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300047;461;FALSE;GR-10;TRUE;ACME NA Corp.;Business Area A
E300048;453;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300049;444;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area C
E300050;443;FALSE;GR-16;TRUE;ACME Western EU SE;Business Area C
E300051;452;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E300052;411;FALSE;GR-8;TRUE;ACME Western EU SE;Business Area C
E300053;601;FALSE;GR-13;TRUE;ACME Western EU SE;Business Area C
E300054;442;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E300055;251;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300056;444;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300057;443;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300058;251;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300059;444;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E300060;412;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300061;251;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300062;441;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300063;311;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E300064;442;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300065;431;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area C
E300066;441;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300067;452;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300068;461;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300069;461;FALSE;GR-11;TRUE;ACME LA Corp.;Business Area B
E300070;362;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300071;454;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300072;445;TRUE;GR-16;TRUE;ACME LA Corp.;Business Area D
E300073;261;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300074;444;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300075;451;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300076;453;FALSE;GR-11;TRUE;ACME Western EU SE;Business Area D
E300077;432;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300078;443;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area D
E300079;443;FALSE;GR-8;TRUE;ACME NA Corp.;Business Area A
E300080;443;FALSE;GR-12;TRUE;ACME NA Corp.;Business Area A
E300081;443;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300082;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300083;452;TRUE;GR-9;TRUE;ACME LA Corp.;Business Area D
E300084;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300085;442;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300086;443;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300087;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300088;452;FALSE;GR-9;TRUE;ACME LA Corp.;Business Area B
E300089;432;FALSE;GR-9;TRUE;ACME Western EU SE;Business Area D
E300090;253;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300091;253;FALSE;GR-12;TRUE;ACME Western EU SE;Business Area D
E300092;444;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300093;445;FALSE;GR-7;TRUE;ACME Western EU SE;Business Area D
E300094;453;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300095;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300096;445;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300097;444;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area A
E300098;446;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300099;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300100;444;FALSE;H-1;TRUE;ACME NA Corp.;Business Area A
E300137;452;FALSE;GR-9;TRUE;ACME NA Corp.;Business Area C
E300138;402;FALSE;GR-6;TRUE;ACME LA Corp.;Business Area C
E300139;452;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
E300140;461;TRUE;GR-11;TRUE;ACME LA Corp.;Business Area D
E299667;442;FALSE;GR-7;TRUE;ACME NA Corp.;Business Area C
