SALESORDERID;CREATEDBY;CREATEDAT;CHANGEDBY;CHANGEDAT;FISCALYEARVARIANT;FISCALYEARPERIOD;NOTEID;PARTNERID;SALESORG;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;LIFECYCLESTATUS;BILLINGSTATUS;DELIVERYSTATUS
200000248;5;20160209;5;20160214;K4;2016002;;100000015;APJ;USD;3000;2625;375;C;C;C
200000249;11;20160211;11;20160216;K4;2016002;;100000031;AMER;USD;26641;23310,88;3330,13;C;C;C
200000251;6;20160216;6;20160220;K4;2016002;;100000010;EMEA;USD;2694;2357,25;336,75;C;C;C
200000251;6;20160216;6;20160220;K4;2016002;;100000010;EMEA;USD;38685;33849,38;4835,63;C;C;C
200000252;2;20160218;2;20160222;K4;2016002;;100000010;EMEA;USD;1596;1396,5;199,5;C;C;C
200000252;2;20160218;2;20160222;K4;2016002;;100000010;EMEA;USD;28586;25012,75;3573,25;C;C;C
200000254;3;20160222;3;20160223;K4;2016002;;100000026;EMEA;USD;60291;52754,63;7536,38;C;C;C
200000256;8;20160227;8;20160229;K4;2016002;;100000011;EMEA;USD;31600;27650;3950;C;C;C
200000256;8;20160227;8;20160229;K4;2016002;;100000011;EMEA;USD;35294;30882,25;4411,75;C;C;C
200000257;2;20160301;2;20160305;K4;2016003;;100000028;EMEA;USD;12445;10889,38;1555,63;C;C;C
200000257;2;20160301;2;20160305;K4;2016003;;100000028;EMEA;USD;18646;16315,25;2330,75;C;C;C
200000258;5;20160303;5;20160307;K4;2016003;;100000023;APJ;USD;18594;16269,75;2324,25;C;C;C
200000258;5;20160303;5;20160307;K4;2016003;;100000023;APJ;USD;28121;24605,88;3515,13;C;C;C
200000259;6;20160306;6;20160308;K4;2016003;;100000008;EMEA;USD;10998;9623,25;1374,75;C;C;C
200000259;6;20160306;6;20160308;K4;2016003;;100000008;EMEA;USD;13594;11894,75;1699,25;C;C;C
200000260;2;20160309;2;20160311;K4;2016003;;100000025;EMEA;USD;5995;5245,63;749,38;C;C;C
200000261;7;20160311;7;20160315;K4;2016003;;100000003;AMER;USD;5823;5095,13;727,88;C;C;C
200000263;2;20160314;2;20160318;K4;2016003;;100000038;EMEA;USD;16497;14434,88;2062,13;C;C;C
200000264;4;20160317;4;20160318;K4;2016003;;100000022;APJ;USD;21511;18822,13;2688,88;C;C;C
200000265;5;20160318;5;20160323;K4;2016003;;100000022;APJ;USD;10678;9343,25;1334,75;C;C;C
200000267;11;20160318;11;20160323;K4;2016003;;100000003;AMER;USD;7600;6650;950;C;C;C
200000267;11;20160318;11;20160323;K4;2016003;;100000003;AMER;USD;30280;26495;3785;C;C;C
200000270;4;20160326;4;20160331;K4;2016003;;100000020;APJ;USD;39992;34993;4999;C;C;C
200000271;5;20160328;5;20160402;K4;2016003;;100000016;APJ;USD;2000;1750;250;C;C;C
200000272;2;20160329;2;20160401;K4;2016003;;100000008;EMEA;USD;11241;9835,88;1405,13;C;C;C
200000272;2;20160329;2;20160401;K4;2016003;;100000008;EMEA;USD;51142;44749,25;6392,75;C;C;C
200000274;6;20160331;6;20160405;K4;2016003;;100000027;EMEA;USD;37414;32737,25;4676,75;C;C;C
200000274;6;20160331;6;20160405;K4;2016003;;100000027;EMEA;USD;69905;61166,88;8738,13;C;C;C
200000277;14;20160331;14;20160401;K4;2016003;;100000003;AMER;USD;9998;8748,25;1249,75;C;C;C
200000280;2;20160406;2;20160409;K4;2016004;;100000006;EMEA;USD;6489;5677,88;811,13;C;C;C
200000281;5;20160408;5;20160410;K4;2016004;;100000017;APJ;USD;3200;2800;400;C;C;C
200000281;5;20160408;5;20160410;K4;2016004;;100000017;APJ;USD;119278;104368,25;14909,75;C;C;C
200000282;7;20160409;7;20160412;K4;2016004;;100000003;AMER;USD;7090;6203,75;886,25;C;C;C
200000283;2;20160411;2;20160415;K4;2016004;;100000006;EMEA;USD;40492;35430,5;5061,5;C;C;C
200000285;1;20160415;1;20160420;K4;2016004;;100000032;AMER;USD;43386;37962,75;5423,25;C;C;C
200000286;3;20160416;3;20160419;K4;2016004;;100000013;EMEA;USD;6841;5985,88;855,13;C;C;C
200000287;8;20160419;8;20160423;K4;2016004;;100000026;EMEA;USD;8720;7630;1090;C;C;C
200000288;4;20160422;4;20160425;K4;2016004;;100000018;APJ;USD;11417;9989,88;1427,13;C;C;C
200000288;4;20160422;4;20160425;K4;2016004;;100000018;APJ;USD;26411;23109,63;3301,38;C;C;C
200000289;6;20160422;6;20160423;K4;2016004;;100000005;EMEA;USD;38699;33861,63;4837,38;C;C;C
200000290;6;20160425;6;20160428;K4;2016004;;100000008;EMEA;USD;5250;4593,75;656,25;C;C;C
200000291;8;20160428;8;20160502;K4;2016004;;100000006;EMEA;USD;43833;38353,88;5479,13;C;C;C
200000292;13;20160430;13;20160503;K4;2016004;;100000033;AMER;USD;4134;3617,25;516,75;C;C;C
200000293;8;20160503;8;20160505;K4;2016005;;100000006;EMEA;USD;2241;1960,88;280,13;C;C;C
200000294;6;20160506;6;20160508;K4;2016005;;100000035;EMEA;USD;1600;1400;200;C;C;C
200000295;5;20160506;5;20160509;K4;2016005;;100000016;APJ;USD;24000;21000;3000;C;C;C
200000295;5;20160506;5;20160509;K4;2016005;;100000016;APJ;USD;36000;31500;4500;C;C;C
200000295;5;20160506;5;20160509;K4;2016005;;100000016;APJ;USD;46791;40942,13;5848,88;C;C;C
200000296;4;20160508;4;20160510;K4;2016005;;100000016;APJ;USD;1900;1662,5;237,5;C;C;C
200000296;4;20160508;4;20160510;K4;2016005;;100000016;APJ;USD;38091;33329,63;4761,38;C;C;C
200000297;11;20160509;11;20160512;K4;2016005;;100000031;AMER;USD;77570;67873,75;9696,25;C;C;C
200000298;5;20160510;5;20160512;K4;2016005;;100000016;APJ;USD;32522;28456,75;4065,25;C;C;C
200000298;5;20160510;5;20160512;K4;2016005;;100000016;APJ;USD;46022;40269,25;5752,75;C;C;C
200000299;5;20160511;5;20160515;K4;2016005;;100000023;APJ;USD;63000;55125;7875;C;C;C
200000300;8;20160511;8;20160514;K4;2016005;;100000035;EMEA;USD;2100;1837,5;262,5;C;C;C
200000300;8;20160511;8;20160514;K4;2016005;;100000035;EMEA;USD;73200;64050;9150;C;C;C
200000300;8;20160511;8;20160514;K4;2016005;;100000035;EMEA;USD;123985;108486,88;15498,13;C;C;C
200000301;12;20160512;12;20160517;K4;2016005;;100000031;AMER;USD;39992;34993;4999;X;X;X
200000301;12;20160512;12;20160517;K4;2016005;;100000031;AMER;USD;62492;54680,5;7811,5;X;X;X
200000301;12;20160512;12;20160517;K4;2016005;;100000031;AMER;USD;95071;83187,13;11883,88;X;X;X
200000303;3;20160517;3;20160522;K4;2016005;;100000010;EMEA;USD;5250;4593,75;656,25;C;C;C
200000304;4;20160517;4;20160522;K4;2016005;;100000018;APJ;USD;53784;47061;6723;C;C;C
200000305;9;20160517;9;20160518;K4;2016005;;100000000;AMER;USD;54189;47415,38;6773,63;C;C;C
200000306;4;20160519;4;20160524;K4;2016005;;100000023;APJ;USD;86324;75533,5;10790,5;C;C;C
200000307;11;20160520;11;20160521;K4;2016005;;100000001;AMER;USD;23047;20166,13;2880,88;C;C;C
200000308;5;20160522;5;20160523;K4;2016005;;100000020;APJ;USD;3796;3321,5;474,5;C;C;C
200000308;5;20160522;5;20160523;K4;2016005;;100000020;APJ;USD;15962;13966,75;1995,25;C;C;C
200000310;2;20160525;2;20160527;K4;2016005;;100000006;EMEA;USD;46995;41120,63;5874,38;C;C;C
200000311;12;20160527;12;20160601;K4;2016005;;100000004;AMER;USD;1197;1047,38;149,63;C;C;C
200000311;12;20160527;12;20160601;K4;2016005;;100000004;AMER;USD;70980;62107,5;8872,5;C;C;C
200000312;13;20160528;13;20160531;K4;2016005;;100000033;AMER;USD;2499;2186,63;312,38;C;C;C
200000313;5;20160528;5;20160530;K4;2016005;;100000017;APJ;USD;17700;15487,5;2212,5;C;C;C
200000314;4;20160529;4;20160530;K4;2016005;;100000024;APJ;USD;2444;2138,5;305,5;C;C;C
200000316;14;20160601;14;20160604;K4;2016006;;100000034;AMER;USD;23994;20994,75;2999,25;C;C;C
200000316;14;20160601;14;20160604;K4;2016006;;100000034;AMER;USD;28593;25018,88;3574,13;C;C;C
200000316;14;20160601;14;20160604;K4;2016006;;100000034;AMER;USD;66184;57911;8273;C;C;C
200000317;4;20160604;4;20160609;K4;2016006;;100000018;APJ;USD;2693;2356,38;336,63;C;C;C
200000318;8;20160605;8;20160610;K4;2016006;;100000008;EMEA;USD;10350;9056,25;1293,75;C;C;C
200000318;8;20160605;8;20160610;K4;2016006;;100000008;EMEA;USD;39603;34652,63;4950,38;C;C;C
200000320;3;20160607;3;20160609;K4;2016006;;100000007;EMEA;USD;3196;2796,5;399,5;C;C;C
200000321;5;20160609;5;20160613;K4;2016006;;100000023;APJ;USD;44192;38668;5524;C;C;C
200000321;5;20160609;5;20160613;K4;2016006;;100000023;APJ;USD;109188;95539,5;13648,5;C;C;C
200000321;5;20160609;5;20160613;K4;2016006;;100000023;APJ;USD;137181;120033,38;17147,63;C;C;C
200000321;5;20160609;5;20160613;K4;2016006;;100000023;APJ;USD;138325;121034,38;17290,63;C;C;C
200000323;6;20160612;6;20160614;K4;2016006;;100000028;EMEA;USD;18701;16363,38;2337,63;C;C;C
200000326;1;20160617;1;20160620;K4;2016006;;100000031;AMER;USD;2184;1911;273;C;C;C
200000327;5;20160620;5;20160621;K4;2016006;;100000021;APJ;USD;9740;8522,5;1217,5;C;C;C
200000328;6;20160620;6;20160622;K4;2016006;;100000028;EMEA;USD;32431;28377,13;4053,88;C;C;C
200000329;4;20160623;4;20160624;K4;2016006;;100000022;APJ;USD;9996;8746,5;1249,5;C;C;C
200000329;4;20160623;4;20160624;K4;2016006;;100000022;APJ;USD;85977;75229,88;10747,13;C;C;C
200000329;4;20160623;4;20160624;K4;2016006;;100000022;APJ;USD;114564;100243,5;14320,5;C;C;C
200000331;1;20160625;1;20160628;K4;2016006;;100000000;AMER;USD;6288;5502;786;C;C;C
200000331;1;20160625;1;20160628;K4;2016006;;100000000;AMER;USD;14538;12720,75;1817,25;C;C;C
200000334;2;20160630;2;20160705;K4;2016006;;100000039;EMEA;USD;8569;7497,88;1071,13;C;C;C
200000335;9;20160703;9;20160705;K4;2016007;;100000004;AMER;USD;11954;10459,75;1494,25;C;C;C
200000335;9;20160703;9;20160705;K4;2016007;;100000004;AMER;USD;58937;51569,88;7367,13;C;C;C
200000335;9;20160703;9;20160705;K4;2016007;;100000004;AMER;USD;71432;62503;8929;C;C;C
200000336;3;20160706;3;20160711;K4;2016007;;100000011;EMEA;USD;2990;2616,25;373,75;C;C;C
200000336;3;20160706;3;20160711;K4;2016007;;100000011;EMEA;USD;49807;43581,13;6225,88;C;C;C
200000338;13;20160709;13;20160711;K4;2016007;;100000003;AMER;USD;18670;16336,25;2333,75;C;C;C
200000339;8;20160711;8;20160714;K4;2016007;;100000036;EMEA;USD;53301;46638,38;6662,63;C;C;C
200000340;8;20160713;8;20160718;K4;2016007;;100000008;EMEA;USD;38400;33600;4800;X;X;X
200000340;8;20160713;8;20160718;K4;2016007;;100000008;EMEA;USD;48806;42705,25;6100,75;X;X;X
200000341;5;20160714;5;20160715;K4;2016007;;100000019;APJ;USD;11485;10049,38;1435,63;C;C;C
200000342;5;20160714;5;20160718;K4;2016007;;100000017;APJ;USD;38470;33661,25;4808,75;C;C;C
200000344;4;20160714;4;20160718;K4;2016007;;100000024;APJ;USD;26029;22775,38;3253,63;C;C;C
200000345;9;20160716;9;20160719;K4;2016007;;100000034;AMER;USD;43989;38490,38;5498,63;C;C;C
200000348;11;20160720;11;20160724;K4;2016007;;100000002;AMER;USD;8750;7656,25;1093,75;C;C;C
200000348;11;20160720;11;20160724;K4;2016007;;100000002;AMER;USD;26750;23406,25;3343,75;C;C;C
200000348;11;20160720;11;20160724;K4;2016007;;100000002;AMER;USD;59074;51689,75;7384,25;C;C;C
200000350;3;20160721;3;20160725;K4;2016007;;100000028;EMEA;USD;11835;10355,63;1479,38;C;C;C
200000351;6;20160722;6;20160723;K4;2016007;;100000008;EMEA;USD;76995;67370,63;9624,38;C;C;C
200000354;3;20160728;3;20160729;K4;2016007;;100000029;EMEA;USD;37184;32536;4648;C;C;C
200000354;3;20160728;3;20160729;K4;2016007;;100000029;EMEA;USD;38434;33629,75;4804,25;C;C;C
200000355;4;20160729;4;20160802;K4;2016007;;100000016;APJ;USD;65536;57344;8192;C;C;C
200000356;5;20160731;5;20160801;K4;2016007;;100000021;APJ;USD;16344;14301;2043;C;C;C
200000356;5;20160731;5;20160801;K4;2016007;;100000021;APJ;USD;19536;17094;2442;C;C;C
200000356;5;20160731;5;20160801;K4;2016007;;100000021;APJ;USD;27031;23652,13;3378,88;C;C;C
200000357;3;20160801;3;20160804;K4;2016008;;100000025;EMEA;USD;6675;5840,63;834,38;C;C;C
200000358;8;20160803;8;20160806;K4;2016008;;100000036;EMEA;USD;12495;10933,13;1561,88;C;C;C
200000358;8;20160803;8;20160806;K4;2016008;;100000036;EMEA;USD;52014;45512,25;6501,75;C;C;C
200000359;13;20160805;13;20160807;K4;2016008;;100000030;AMER;USD;26283;22997,63;3285,38;C;C;C
200000359;13;20160805;13;20160807;K4;2016008;;100000030;AMER;USD;31931;27939,63;3991,38;C;C;C
200000360;8;20160806;8;20160809;K4;2016008;;100000036;EMEA;USD;24786;21687,75;3098,25;C;C;C
200000361;2;20160808;2;20160810;K4;2016008;;100000026;EMEA;USD;32401;28350,88;4050,13;C;C;C
200000362;14;20160809;14;20160813;K4;2016008;;100000001;AMER;USD;11400;9975;1425;C;C;C
200000363;3;20160812;3;20160814;K4;2016008;;100000006;EMEA;USD;106039;92784,13;13254,88;C;C;C
200000365;5;20160813;5;20160817;K4;2016008;;100000022;APJ;USD;18396;16096,5;2299,5;C;C;C
200000366;8;20160813;8;20160818;K4;2016008;;100000029;EMEA;USD;8400;7350;1050;C;C;C
200000366;8;20160813;8;20160818;K4;2016008;;100000029;EMEA;USD;78862;69004,25;9857,75;C;C;C
200000368;6;20160816;6;20160817;K4;2016008;;100000011;EMEA;USD;35798;31323,25;4474,75;C;C;C
200000370;1;20160820;1;20160823;K4;2016008;;100000001;AMER;USD;39992;34993;4999;C;C;C
200000373;7;20160823;7;20160828;K4;2016008;;100000002;AMER;USD;9998;8748,25;1249,75;C;C;C
200000374;13;20160824;13;20160825;K4;2016008;;100000030;AMER;USD;38400;33600;4800;C;C;C
200000374;13;20160824;13;20160825;K4;2016008;;100000030;AMER;USD;57454;50272,25;7181,75;C;C;C
200000376;1;20160827;1;20160831;K4;2016008;;100000033;AMER;USD;27495;24058,13;3436,88;C;C;C
200000376;1;20160827;1;20160831;K4;2016008;;100000033;AMER;USD;94378;82580,75;11797,25;C;C;C
200000378;4;20160831;4;20160901;K4;2016008;;100000024;APJ;USD;37413;32736,38;4676,63;C;C;C
200000378;4;20160831;4;20160901;K4;2016008;;100000024;APJ;USD;43413;37986,38;5426,63;C;C;C
200000379;2;20160831;2;20160903;K4;2016008;;100000026;EMEA;USD;90016;78764;11252;C;C;C
200000380;8;20160901;8;20160904;K4;2016009;;100000038;EMEA;USD;134460;117652,5;16807,5;C;C;C
200000381;2;20160901;2;20160904;K4;2016009;;100000036;EMEA;USD;16083;14072,63;2010,38;C;C;C
200000383;8;20160906;8;20160910;K4;2016009;;100000007;EMEA;USD;23994;20994,75;2999,25;C;C;C
200000383;8;20160906;8;20160910;K4;2016009;;100000007;EMEA;USD;38994;34119,75;4874,25;C;C;C
200000385;9;20160908;9;20160913;K4;2016009;;100000001;AMER;USD;108800;95200;13600;C;C;C
200000387;5;20160912;5;20160915;K4;2016009;;100000018;APJ;USD;17495;15308,13;2186,88;C;C;C
200000387;5;20160912;5;20160915;K4;2016009;;100000018;APJ;USD;35486;31050,25;4435,75;C;C;C
200000388;8;20160913;8;20160918;K4;2016009;;100000038;EMEA;USD;8950;7831,25;1118,75;C;C;C
200000388;8;20160913;8;20160918;K4;2016009;;100000038;EMEA;USD;10449;9142,88;1306,13;C;C;C
200000388;8;20160913;8;20160918;K4;2016009;;100000038;EMEA;USD;20057;17549,88;2507,13;C;C;C
200000389;2;20160916;2;20160918;K4;2016009;;100000005;EMEA;USD;10296;9009;1287;C;C;C
200000389;2;20160916;2;20160918;K4;2016009;;100000005;EMEA;USD;107273;93863,88;13409,13;C;C;C
200000390;6;20160917;6;20160922;K4;2016009;;100000012;EMEA;USD;4083;3572,63;510,38;C;C;C
200000391;11;20160919;11;20160921;K4;2016009;;100000001;AMER;USD;16989;14865,38;2123,63;C;C;C
200000393;3;20160922;3;20160925;K4;2016009;;100000026;EMEA;USD;19494;17057,25;2436,75;C;C;C
200000393;3;20160922;3;20160925;K4;2016009;;100000026;EMEA;USD;42285;36999,38;5285,63;C;C;C
200000393;3;20160922;3;20160925;K4;2016009;;100000026;EMEA;USD;64776;56679;8097;C;C;C
200000393;3;20160922;3;20160925;K4;2016009;;100000026;EMEA;USD;65414;57237,25;8176,75;C;C;C
200000394;4;20160925;4;20160929;K4;2016009;;100000024;APJ;USD;12495;10933,13;1561,88;C;C;C
200000394;4;20160925;4;20160929;K4;2016009;;100000024;APJ;USD;29988;26239,5;3748,5;C;C;C
200000394;4;20160925;4;20160929;K4;2016009;;100000024;APJ;USD;57981;50733,38;7247,63;C;C;C
200000395;5;20160926;5;20160929;K4;2016009;;100000019;APJ;USD;11997;10497,38;1499,63;C;C;C
200000395;5;20160926;5;20160929;K4;2016009;;100000019;APJ;USD;39591;34642,13;4948,88;C;C;C
200000396;2;20160929;2;20160930;K4;2016009;;100000011;EMEA;USD;24271;21237,13;3033,88;C;C;C
200000398;3;20160930;3;20161005;K4;2016009;;100000010;EMEA;USD;3591;3142,13;448,88;C;C;C
200000400;2;20161005;2;20161007;K4;2016010;;100000039;EMEA;USD;16138;14120,75;2017,25;C;C;C
200000401;9;20161007;9;20161008;K4;2016010;;100000030;AMER;USD;22290;19503,75;2786,25;C;C;C
200000402;1;20161008;1;20161013;K4;2016010;;100000003;AMER;USD;18540;16222,5;2317,5;C;C;C
200000403;9;20161009;9;20161014;K4;2016010;;100000003;AMER;USD;5285;4624,38;660,63;C;C;C
200000404;11;20161010;11;20161013;K4;2016010;;100000034;AMER;USD;19924;17433,5;2490,5;C;C;C
200000405;8;20161010;8;20161013;K4;2016010;;100000025;EMEA;USD;13500;11812,5;1687,5;C;C;C
200000406;2;20161011;2;20161016;K4;2016010;;100000027;EMEA;USD;66202;57926,75;8275,25;C;C;C
200000406;2;20161011;2;20161016;K4;2016010;;100000027;EMEA;USD;72572;63500,5;9071,5;C;C;C
200000407;8;20161013;8;20161014;K4;2016010;;100000008;EMEA;USD;19992;17493;2499;C;C;C
200000407;8;20161013;8;20161014;K4;2016010;;100000008;EMEA;USD;35718;31253,25;4464,75;C;C;C
200000408;2;20161015;2;20161020;K4;2016010;;100000038;EMEA;USD;10792;9443;1349;C;C;C
200000412;12;20161017;12;20161021;K4;2016010;;100000032;AMER;USD;3000;2625;375;C;C;C
200000413;3;20161020;3;20161025;K4;2016010;;100000027;EMEA;USD;1196;1046,5;149,5;C;C;C
200000414;4;20161023;4;20161025;K4;2016010;;100000020;APJ;USD;3990;3491,25;498,75;C;C;C
200000415;3;20161024;3;20161027;K4;2016010;;100000037;EMEA;USD;21628;18924,5;2703,5;C;C;C
200000416;8;20161024;8;20161025;K4;2016010;;100000009;EMEA;USD;78462;68654,25;9807,75;C;C;C
200000417;1;20161025;1;20161030;K4;2016010;;100000033;AMER;USD;1995;1745,63;249,38;X;X;X
200000417;1;20161025;1;20161030;K4;2016010;;100000033;AMER;USD;8029;7025,38;1003,63;X;X;X
200000417;1;20161025;1;20161030;K4;2016010;;100000033;AMER;USD;18025;15771,88;2253,13;X;X;X
200000417;1;20161025;1;20161030;K4;2016010;;100000033;AMER;USD;19169;16772,88;2396,13;X;X;X
200000419;6;20161025;6;20161030;K4;2016010;;100000035;EMEA;USD;41237;36082,38;5154,63;X;X;X
200000419;6;20161025;6;20161030;K4;2016010;;100000035;EMEA;USD;47237;41332,38;5904,63;X;X;X
200000420;6;20161026;6;20161030;K4;2016010;;100000013;EMEA;USD;6489;5677,88;811,13;C;C;C
200000421;6;20161028;6;20161102;K4;2016010;;100000036;EMEA;USD;24329;21287,88;3041,13;C;C;C
200000422;8;20161029;8;20161030;K4;2016010;;100000010;EMEA;USD;5877;5142,38;734,63;C;C;C
200000423;12;20161029;12;20161103;K4;2016010;;100000032;AMER;USD;36992;32368;4624;C;C;C
200000424;2;20161101;2;20161105;K4;2016011;;100000025;EMEA;USD;49177;43029,88;6147,13;C;C;C
200000425;5;20161104;5;20161106;K4;2016011;;100000021;APJ;USD;30990;27116,25;3873,75;C;C;C
200000425;5;20161104;5;20161106;K4;2016011;;100000021;APJ;USD;85980;75232,5;10747,5;C;C;C
200000425;5;20161104;5;20161106;K4;2016011;;100000021;APJ;USD;103980;90982,5;12997,5;C;C;C
200000426;10;20161107;10;20161108;K4;2016011;;100000033;AMER;USD;96688;84602;12086;C;C;C
200000427;8;20161109;8;20161111;K4;2016011;;100000038;EMEA;USD;55528;48587;6941;C;C;C
200000428;1;20161112;1;20161113;K4;2016011;;100000002;AMER;USD;12023;10520,13;1502,88;C;C;C
200000429;8;20161114;8;20161116;K4;2016011;;100000005;EMEA;USD;22491;19679,63;2811,38;C;C;C
200000430;2;20161116;2;20161121;K4;2016011;;100000008;EMEA;USD;24989;21865,38;3123,63;C;C;C
200000431;4;20161118;4;20161119;K4;2016011;;100000024;APJ;USD;799;699,13;99,88;C;C;C
200000431;4;20161118;4;20161119;K4;2016011;;100000024;APJ;USD;1697;1484,88;212,13;C;C;C
200000431;4;20161118;4;20161119;K4;2016011;;100000024;APJ;USD;3689;3227,88;461,13;C;C;C
200000434;5;20161122;5;20161124;K4;2016011;;100000015;APJ;USD;36177;31654,88;4522,13;C;C;C
200000435;8;20161123;8;20161124;K4;2016011;;100000029;EMEA;USD;26042;22786,75;3255,25;C;C;C
200000436;2;20161125;2;20161129;K4;2016011;;100000013;EMEA;USD;79456;69524;9932;C;C;C
200000438;4;20161128;4;20161203;K4;2016011;;100000024;APJ;USD;61019;53391,63;7627,38;C;C;C
200000440;8;20161203;8;20161205;K4;2016012;;100000007;EMEA;USD;5681;4970,88;710,13;C;C;C
200000440;8;20161203;8;20161205;K4;2016012;;100000007;EMEA;USD;24649;21567,88;3081,13;C;C;C
200000441;5;20161206;5;20161211;K4;2016012;;100000020;APJ;USD;13491;11804,63;1686,38;C;C;C
200000441;5;20161206;5;20161211;K4;2016012;;100000020;APJ;USD;66480;58170;8310;C;C;C
200000443;3;20161212;3;20161214;K4;2016012;;100000006;EMEA;USD;39997;34997,38;4999,63;C;C;C
200000444;12;20161212;12;20161213;K4;2016012;;100000002;AMER;USD;299;261,63;37,38;C;C;C
200000444;12;20161212;12;20161213;K4;2016012;;100000002;AMER;USD;36383;31835,13;4547,88;C;C;C
200000445;4;20161213;4;20161215;K4;2016012;;100000019;APJ;USD;36786;32187,75;4598,25;C;C;C
200000447;5;20161218;5;20161220;K4;2016012;;100000018;APJ;USD;2500;2187,5;312,5;C;C;C
200000449;5;20161221;5;20161222;K4;2016012;;100000024;APJ;USD;9198;8048,25;1149,75;C;C;C
200000450;4;20161224;4;20161228;K4;2016012;;100000015;APJ;USD;32200;28175;4025;C;C;C
200000450;4;20161224;4;20161228;K4;2016012;;100000015;APJ;USD;93079;81444,13;11634,88;C;C;C
200000451;3;20161224;3;20161226;K4;2016012;;100000039;EMEA;USD;57923;50682,63;7240,38;C;C;C
200000451;3;20161224;3;20161226;K4;2016012;;100000039;EMEA;USD;87923;76932,63;10990,38;C;C;C
200000453;5;20161228;5;20161231;K4;2016012;;100000015;APJ;USD;449;392,88;56,13;C;C;C
200000453;5;20161228;5;20161231;K4;2016012;;100000015;APJ;USD;44264;38731;5533;C;C;C
200000456;8;20161230;8;20161231;K4;2016012;;100000011;EMEA;USD;11992;10493;1499;C;C;C
200000457;5;20161231;5;20170103;K4;2016012;;100000018;APJ;USD;97745;85526,88;12218,13;C;C;C
200000459;8;20170105;8;20170107;K4;2017001;;100000008;EMEA;USD;2499;2186,63;312,38;C;C;C
200000461;3;20170109;3;20170111;K4;2017001;;100000008;EMEA;USD;12039;10534,13;1504,88;C;C;C
200000461;3;20170109;3;20170111;K4;2017001;;100000008;EMEA;USD;18844;16488,5;2355,5;C;C;C
200000461;3;20170109;3;20170111;K4;2017001;;100000008;EMEA;USD;25944;22701;3243;C;C;C
200000462;1;20170111;1;20170116;K4;2017001;;100000030;AMER;USD;35783;31310,13;4472,88;C;C;C
200000464;4;20170111;4;20170115;K4;2017001;;100000015;APJ;USD;17991;15742,13;2248,88;C;C;C
200000464;4;20170111;4;20170115;K4;2017001;;100000015;APJ;USD;73475;64290,63;9184,38;C;C;C
200000465;2;20170111;2;20170112;K4;2017001;;100000037;EMEA;USD;4240;3710;530;C;C;C
200000466;8;20170114;8;20170119;K4;2017001;;100000036;EMEA;USD;48990;42866,25;6123,75;C;C;C
200000466;8;20170114;8;20170119;K4;2017001;;100000036;EMEA;USD;71569;62622,88;8946,13;C;C;C
200000467;12;20170115;12;20170118;K4;2017001;;100000030;AMER;USD;37191;32542,13;4648,88;C;C;C
200000468;4;20170116;4;20170119;K4;2017001;;100000017;APJ;USD;9998;8748,25;1249,75;C;C;C
200000469;5;20170117;5;20170118;K4;2017001;;100000017;APJ;USD;2499;2186,63;312,38;C;C;C
200000470;6;20170118;6;20170119;K4;2017001;;100000038;EMEA;USD;22941;20073,38;2867,63;C;C;C
200000471;1;20170121;1;20170124;K4;2017001;;100000032;AMER;USD;8750;7656,25;1093,75;C;C;C
200000472;10;20170124;10;20170126;K4;2017001;;100000033;AMER;USD;1378;1205,75;172,25;C;C;C
200000473;6;20170125;6;20170127;K4;2017001;;100000006;EMEA;USD;6201;5425,88;775,13;C;C;C
200000474;8;20170128;8;20170202;K4;2017001;;100000006;EMEA;USD;11129;9737,88;1391,13;C;C;C
