SALESORDERID;SALESORDERITEM;PRODUCTID;NOTEID;CURRENCY;GROSSAMOUNT;NETAMOUNT;TAXAMOUNT;ITEMATPSTATUS;OPITEMPOS;QUANTITY;QUANTITYUNIT;DELIVERYDATE
200000095;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20150726
200000096;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;9;EA;20150707
200000096;20;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;9;EA;20150707
200000096;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;7;EA;20150707
200000096;40;FG226;;USD;299;261,63;37,38;I;;8;EA;20150707
200000096;50;MZ-FG-C10;;USD;1200;1050;150;I;;1;EA;20150707
200000096;60;MZ-FG-C990;;USD;721;630,88;90,13;I;;7;EA;20150707
200000097;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;8;EA;20150701
200000097;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;5;EA;20150701
200000097;30;M-01;;USD;319;279,13;39,88;I;;1;EA;20150701
200000097;40;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;2;EA;20150701
200000098;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20150718
200000098;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;9;EA;20150718
200000098;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20150718
200000098;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;10;EA;20150718
200000099;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;8;EA;20150730
200000099;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20150730
200000099;30;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;5;EA;20150730
200000100;10;MZ-FG-C10;;USD;1200;1050;150;I;;5;EA;20150705
200000100;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;5;EA;20150705
200000100;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;3;EA;20150705
200000100;40;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20150705
200000100;50;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20150705
200000100;60;MZ-TG-SR01;;USD;4800;4200;600;I;;4;EA;20150705
200000101;10;M1;;USD;1144;1001;143;I;;6;EA;20150801
200000102;10;MZ-TG-SR01;;USD;4800;4200;600;I;;4;EA;20150722
200000102;20;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;9;EA;20150722
200000103;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;6;EA;20150715
200000103;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;8;EA;20150715
200000103;30;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;5;EA;20150715
200000103;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;3;EA;20150715
200000103;50;CM-FL-V00;;USD;799;699,13;99,88;I;;3;EA;20150715
200000103;60;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;5;EA;20150715
200000104;10;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;6;EA;20150731
200000104;20;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;5;EA;20150731
200000104;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;6;EA;20150731
200000104;40;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20150731
200000104;50;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;10;EA;20150731
200000105;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;4;EA;20150723
200000105;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;3;EA;20150723
200000106;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;8;EA;20150716
200000106;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;4;EA;20150716
200000107;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;2;EA;20150801
200000107;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;8;EA;20150801
200000107;30;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;6;EA;20150801
200000107;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;1;EA;20150801
200000108;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20150804
200000108;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;3;EA;20150804
200000108;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;8;EA;20150804
200000108;40;MZ-TG-Y240;;USD;400;350;50;I;;3;EA;20150804
200000109;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20150816
200000110;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;5;EA;20150725
200000110;20;MZ-TG-SR01;;USD;4800;4200;600;I;;10;EA;20150725
200000111;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;2;EA;20150806
200000112;10;M1;;USD;1144;1001;143;I;;1;EA;20150731
200000113;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;4;EA;20150815
200000113;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;1;EA;20150815
200000114;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20150818
200000114;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;5;EA;20150818
200000114;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;6;EA;20150818
200000114;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20150818
200000115;10;TG11;;USD;3000;2625;375;I;;2;EA;20150828
200000115;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;4;EA;20150828
200000115;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;8;EA;20150828
200000115;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20150828
200000115;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20150828
200000115;60;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;10;EA;20150828
200000116;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20150816
200000116;20;M1;;USD;1144;1001;143;I;;5;EA;20150816
200000117;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20150815
200000117;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;3;EA;20150815
200000117;30;MZ-FG-C990;;USD;721;630,88;90,13;I;;2;EA;20150815
200000117;40;TG11;;USD;3000;2625;375;I;;9;EA;20150815
200000117;50;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;7;EA;20150815
200000118;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;3;EA;20150820
200000118;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;1;EA;20150820
200000118;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;5;EA;20150820
200000118;40;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;6;EA;20150820
200000119;10;TG11;;USD;3000;2625;375;I;;2;EA;20150901
200000119;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;8;EA;20150901
200000119;30;MZ-FG-C900;;USD;525;459,38;65,63;I;;9;EA;20150901
200000119;40;M-01;;USD;319;279,13;39,88;I;;4;EA;20150901
200000119;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;2;EA;20150901
200000120;10;MZ-TG-SR01;;USD;4800;4200;600;I;;9;EA;20150810
200000120;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20150810
200000120;30;MZ-TG-SR01;;USD;4800;4200;600;I;;4;EA;20150810
200000120;40;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;8;EA;20150810
200000121;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;4;EA;20150825
200000122;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20150905
200000122;20;MZ-TG-SR01;;USD;4800;4200;600;I;;2;EA;20150905
200000122;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20150905
200000122;40;M1;;USD;1144;1001;143;I;;8;EA;20150905
200000122;50;MZ-FG-E103;;USD;449;392,88;56,13;I;;9;EA;20150905
200000123;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;6;EA;20150809
200000123;20;MZ-FG-C10;;USD;1200;1050;150;I;;7;EA;20150809
200000123;30;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;10;EA;20150809
200000124;10;MZ-TG-Y240;;USD;400;350;50;I;;3;EA;20150825
200000124;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;6;EA;20150825
200000124;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20150825
200000124;40;TG11;;USD;3000;2625;375;I;;1;EA;20150825
200000125;10;M-01;;USD;319;279,13;39,88;I;;4;EA;20150817
200000125;20;CM-FL-V00;;USD;799;699,13;99,88;I;;7;EA;20150817
200000125;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;6;EA;20150817
200000126;10;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20150904
200000126;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20150904
200000126;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;9;EA;20150904
200000126;40;MZ-FG-E102;;USD;399;349,13;49,88;I;;9;EA;20150904
200000126;50;CM-FL-V00;;USD;799;699,13;99,88;I;;6;EA;20150904
200000127;10;MZ-FG-C900;;USD;525;459,38;65,63;I;;6;EA;20150913
200000127;20;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;9;EA;20150913
200000127;30;MZ-FG-C950;;USD;689;602,88;86,13;I;;8;EA;20150913
200000127;40;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;9;EA;20150913
200000128;10;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;4;EA;20150908
200000129;10;CM-FL-V00;;USD;799;699,13;99,88;I;;4;EA;20150818
200000129;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20150818
200000129;30;M-01;;USD;319;279,13;39,88;I;;6;EA;20150818
200000129;40;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;2;EA;20150818
200000129;50;MZ-FG-C21;;USD;649;567,88;81,13;I;;2;EA;20150818
200000130;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;5;EA;20150901
200000130;20;TG11;;USD;3000;2625;375;I;;2;EA;20150901
200000130;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20150901
200000130;40;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;9;EA;20150901
200000130;50;FG226;;USD;299;261,63;37,38;I;;7;EA;20150901
200000130;60;MZ-FG-E101;;USD;249;217,88;31,13;I;;3;EA;20150901
200000131;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;7;EA;20150901
200000131;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;9;EA;20150901
200000132;10;MZ-FG-C950;;USD;689;602,88;86,13;I;;4;EA;20150917
200000132;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;1;EA;20150917
200000132;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20150917
200000132;40;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;2;EA;20150917
200000132;50;M-01;;USD;319;279,13;39,88;I;;9;EA;20150917
200000133;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;6;EA;20150908
200000133;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20150908
200000133;30;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20150908
200000133;40;M-01;;USD;319;279,13;39,88;I;;6;EA;20150908
200000133;50;CM-FL-V00;;USD;799;699,13;99,88;I;;3;EA;20150908
200000133;60;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;9;EA;20150908
200000134;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;1;EA;20150903
200000134;20;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20150903
200000135;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;2;EA;20150825
200000135;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;3;EA;20150825
200000135;30;MZ-FG-C10;;USD;1200;1050;150;I;;2;EA;20150825
200000135;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;8;EA;20150825
200000135;50;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;1;EA;20150825
200000136;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;3;EA;20150910
200000136;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;8;EA;20150910
200000136;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20150910
200000137;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20150925
200000137;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;10;EA;20150925
200000137;30;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;5;EA;20150925
200000138;10;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;6;EA;20150909
200000139;10;M1;;USD;1144;1001;143;I;;5;EA;20150922
200000139;20;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;2;EA;20150922
200000139;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;8;EA;20150922
200000139;40;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;6;EA;20150922
200000139;50;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20150922
200000139;60;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;1;EA;20150922
200000140;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;9;EA;20151004
200000140;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;7;EA;20151004
200000140;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;10;EA;20151004
200000141;10;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20150925
200000141;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;3;EA;20150925
200000141;30;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;10;EA;20150925
200000141;40;FG226;;USD;299;261,63;37,38;I;;1;EA;20150925
200000142;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;3;EA;20150930
200000143;10;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20150926
200000143;20;MZ-FG-C10;;USD;1200;1050;150;I;;6;EA;20150926
200000144;10;M-01;;USD;319;279,13;39,88;I;;6;EA;20151010
200000144;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;8;EA;20151010
200000144;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20151010
200000144;40;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;2;EA;20151010
200000145;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;2;EA;20151015
200000145;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;7;EA;20151015
200000145;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;9;EA;20151015
200000145;40;MZ-TG-Y240;;USD;400;350;50;I;;3;EA;20151015
200000145;50;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20151015
200000145;60;MZ-FG-E101;;USD;249;217,88;31,13;I;;6;EA;20151015
200000146;10;M1;;USD;1144;1001;143;I;;5;EA;20150927
200000146;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;5;EA;20150927
200000147;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;6;EA;20150922
200000147;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20150922
200000147;30;MZ-TG-Y240;;USD;400;350;50;I;;10;EA;20150922
200000148;10;MZ-TG-SR01;;USD;4800;4200;600;I;;9;EA;20151002
200000148;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;4;EA;20151002
200000148;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;5;EA;20151002
200000148;40;MZ-FG-C10;;USD;1200;1050;150;I;;9;EA;20151002
200000149;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;8;EA;20151021
200000149;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;3;EA;20151021
200000149;30;MZ-FG-C21;;USD;649;567,88;81,13;I;;2;EA;20151021
200000149;40;M-01;;USD;319;279,13;39,88;I;;8;EA;20151021
200000150;10;MZ-FG-C21;;USD;649;567,88;81,13;I;;10;EA;20150928
200000151;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;7;EA;20151010
200000151;20;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20151010
200000151;30;M-01;;USD;319;279,13;39,88;I;;8;EA;20151010
200000151;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20151010
200000151;50;MZ-FG-C900;;USD;525;459,38;65,63;I;;2;EA;20151010
200000152;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20151002
200000152;20;MZ-FG-C950;;USD;689;602,88;86,13;I;;9;EA;20151002
200000152;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;7;EA;20151002
200000153;10;TG11;;USD;3000;2625;375;I;;5;EA;20151007
200000153;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20151007
200000153;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20151007
200000153;40;MZ-FG-C10;;USD;1200;1050;150;I;;7;EA;20151007
200000153;50;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;4;EA;20151007
200000154;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;8;EA;20151019
200000154;20;CM-FL-V00;;USD;799;699,13;99,88;I;;5;EA;20151019
200000154;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;8;EA;20151019
200000154;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;7;EA;20151019
200000154;50;MZ-FG-E101;;USD;249;217,88;31,13;I;;9;EA;20151019
200000155;10;MZ-FG-C990;;USD;721;630,88;90,13;I;;8;EA;20150930
200000155;20;TG11;;USD;3000;2625;375;I;;10;EA;20150930
200000155;30;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;3;EA;20150930
200000155;40;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;2;EA;20150930
200000155;50;MZ-FG-C10;;USD;1200;1050;150;I;;8;EA;20150930
200000155;60;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;3;EA;20150930
200000156;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;10;EA;20151023
200000156;20;MZ-FG-E103;;USD;449;392,88;56,13;I;;10;EA;20151023
200000156;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20151023
200000156;40;MZ-FG-C10;;USD;1200;1050;150;I;;4;EA;20151023
200000156;50;FG226;;USD;299;261,63;37,38;I;;3;EA;20151023
200000157;10;MZ-TG-SR01;;USD;4800;4200;600;I;;3;EA;20151012
200000157;20;MZ-FG-C990;;USD;721;630,88;90,13;I;;1;EA;20151012
200000157;30;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;7;EA;20151012
200000157;40;M1;;USD;1144;1001;143;I;;4;EA;20151012
200000157;50;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;1;EA;20151012
200000157;60;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;7;EA;20151012
200000158;10;TG11;;USD;3000;2625;375;I;;8;EA;20151021
200000158;20;MZ-FG-E101;;USD;249;217,88;31,13;I;;7;EA;20151021
200000158;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20151021
200000158;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;6;EA;20151021
200000158;50;TG11;;USD;3000;2625;375;I;;8;EA;20151021
200000158;60;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;9;EA;20151021
200000159;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20151005
200000159;20;CM-FL-V00;;USD;799;699,13;99,88;I;;1;EA;20151005
200000160;10;MZ-TG-A27;;USD;2250;1968,75;281,25;I;;6;EA;20151019
200000160;20;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;3;EA;20151019
200000160;30;MZ-FG-C10;;USD;1200;1050;150;I;;5;EA;20151019
200000160;40;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20151019
200000160;50;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;3;EA;20151019
200000161;10;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;10;EA;20151010
200000161;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;7;EA;20151010
200000161;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;3;EA;20151010
200000162;10;MZ-FG-E101;;USD;249;217,88;31,13;I;;10;EA;20151010
200000162;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;10;EA;20151010
200000163;10;MZ-FG-C10;;USD;1200;1050;150;I;;2;EA;20151029
200000163;20;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20151029
200000163;30;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;8;EA;20151029
200000163;40;FG226;;USD;299;261,63;37,38;I;;1;EA;20151029
200000163;50;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;2;EA;20151029
200000163;60;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;8;EA;20151029
200000164;10;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20151009
200000164;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;1;EA;20151009
200000165;10;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;10;EA;20151027
200000165;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;10;EA;20151027
200000165;30;MZ-FG-C10;;USD;1200;1050;150;I;;2;EA;20151027
200000165;40;MZ-TG-A26;;USD;1900;1662,5;237,5;I;;10;EA;20151027
200000165;50;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;7;EA;20151027
200000166;10;MZ-FG-P010;;USD;1199;1049,13;149,88;I;;1;EA;20151013
200000166;20;MZ-TG-Y200;;USD;399;349,13;49,88;I;;9;EA;20151013
200000166;30;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;4;EA;20151013
200000166;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;6;EA;20151013
200000166;50;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20151013
200000167;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;10;EA;20151023
200000167;20;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;5;EA;20151023
200000167;30;MZ-FG-C900;;USD;525;459,38;65,63;I;;3;EA;20151023
200000167;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;2;EA;20151023
200000168;10;M-01;;USD;319;279,13;39,88;I;;6;EA;20151029
200000169;10;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;10;EA;20151025
200000169;20;MZ-FG-C900;;USD;525;459,38;65,63;I;;7;EA;20151025
200000169;30;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;5;EA;20151025
200000170;10;MZ-FG-E16;;USD;2499;2186,63;312,38;I;;10;EA;20151110
200000170;20;TG11;;USD;3000;2625;375;I;;9;EA;20151110
200000170;30;MZ-FG-C10;;USD;1200;1050;150;I;;2;EA;20151110
200000170;40;M1;;USD;1144;1001;143;I;;7;EA;20151110
200000170;50;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;2;EA;20151110
200000171;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;4;EA;20151104
200000171;20;MZ-FG-C21;;USD;649;567,88;81,13;I;;1;EA;20151104
200000171;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;2;EA;20151104
200000171;40;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;4;EA;20151104
200000172;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;2;EA;20151025
200000172;20;MZ-FG-C10;;USD;1200;1050;150;I;;5;EA;20151025
200000172;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;6;EA;20151025
200000172;40;MZ-FG-C950;;USD;689;602,88;86,13;I;;2;EA;20151025
200000172;50;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;4;EA;20151025
200000172;60;MZ-TG-SR01;;USD;4800;4200;600;I;;5;EA;20151025
200000173;10;MZ-TG-A25;;USD;1500;1312,5;187,5;I;;5;EA;20151113
200000173;20;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20151113
200000173;30;MZ-FG-E103;;USD;449;392,88;56,13;I;;2;EA;20151113
200000173;40;MZ-FG-E103;;USD;449;392,88;56,13;I;;4;EA;20151113
200000173;50;TG11;;USD;3000;2625;375;I;;6;EA;20151113
200000174;10;TG11;;USD;3000;2625;375;I;;7;EA;20151025
200000174;20;MZ-TG-E202;;USD;4599;4024,13;574,88;I;;4;EA;20151025
200000174;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;1;EA;20151025
200000174;40;MZ-FG-C990;;USD;721;630,88;90,13;I;;6;EA;20151025
200000174;50;MZ-FG-E102;;USD;399;349,13;49,88;I;;7;EA;20151025
200000174;60;MZ-TG-SR01;;USD;4800;4200;600;I;;1;EA;20151025
200000175;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;8;EA;20151116
200000175;20;M1;;USD;1144;1001;143;I;;2;EA;20151116
200000175;30;MZ-FG-C10;;USD;1200;1050;150;I;;5;EA;20151116
200000175;40;MZ-FG-E108;;USD;1299;1136,63;162,38;I;;4;EA;20151116
200000175;50;TG11;;USD;3000;2625;375;I;;7;EA;20151116
200000176;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;8;EA;20151115
200000176;20;CM-FL-V00;;USD;799;699,13;99,88;I;;9;EA;20151115
200000177;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;1;EA;20151113
200000178;10;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;6;EA;20151119
200000178;20;MZ-TG-SR01;;USD;4800;4200;600;I;;7;EA;20151119
200000179;10;MZ-FG-R100;;USD;4999;4374,13;624,88;I;;5;EA;20151129
200000179;20;FG226;;USD;299;261,63;37,38;I;;5;EA;20151129
200000179;30;MZ-TG-Y200;;USD;399;349,13;49,88;I;;1;EA;20151129
200000179;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;4;EA;20151129
200000179;50;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;5;EA;20151129
200000180;10;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;5;EA;20151101
200000180;20;TG11;;USD;3000;2625;375;I;;2;EA;20151101
200000180;30;MZ-FG-E15;;USD;3999;3499,13;499,88;I;;6;EA;20151101
200000181;10;MZ-FG-E102;;USD;399;349,13;49,88;I;;3;EA;20151122
200000181;20;MZ-FG-E17;;USD;2499;2186,63;312,38;I;;3;EA;20151122
200000181;30;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;8;EA;20151122
200000182;10;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;9;EA;20151117
200000182;20;MZ-FG-R300;;USD;1250;1093,75;156,25;I;;4;EA;20151117
200000182;30;MZ-FG-C20;;USD;1361;1190,88;170,13;I;;3;EA;20151117
200000182;40;MZ-FG-M500;;USD;5499;4811,63;687,38;I;;7;EA;20151117
200000183;10;MZ-TG-Y120;;USD;7900;6912,5;987,5;I;;3;EA;20151108
200000183;20;MZ-FG-M525;;USD;1999;1749,13;249,88;I;;5;EA;20151108
200000184;10;MZ-FG-C10;;USD;1200;1050;150;I;;3;EA;20151120
200000184;20;MZ-FG-M550;;USD;2499;2186,63;312,38;I;;5;EA;20151120
200000184;30;MZ-FG-R200;;USD;1499;1311,63;187,38;I;;3;EA;20151120
200000184;40;MZ-FG-C21;;USD;649;567,88;81,13;I;;3;EA;20151120
200000184;50;M1;;USD;1144;1001;143;I;;1;EA;20151120
200000184;60;MZ-FG-E101;;USD;249;217,88;31,13;I;;10;EA;20151120
200000185;10;MZ-TG-A20;;USD;3999;3499,13;499,88;I;;2;EA;20151127
